date,pressure,wind_speed,humidity,temperature,PM10,PM2.5
2018-03-22,100681.2403,1.494465116,78.87209302,28.38604651,57.0,34.0
2018-03-23,100803.3074,0.838069541,71.88326848,29.45564202,61.0,45.0
2018-03-24,100933.5135,0.3203499,69.76833977,30.37181467,54.0,50.0
2018-03-25,101057.1206,0.830068047,74.50583658,29.99688716,53.0,37.0
2018-03-26,101005.6078,1.491535812,71.51764706,30.59411765,56.0,31.0
2018-03-27,100906.8093,1.83129849,80.49027237,28.47937743,47.0,43.0
2018-03-28,100772.4514,1.978108514,78.56031128,29.81789883,44.0,33.0
2018-03-29,100753.5135,2.113860571,78.29343629,29.79305019,48.0,28.0
2018-03-30,100733.7255,2.211007247,78.10196078,30.43294118,48.0,32.0
2018-03-31,100752.4903,1.724843829,78.77042802,29.88599222,56.0,33.0
2018-04-01,100819.1473,1.218617178,84.78294574,27.73100775,57.0,42.0
2018-04-02,100831.5953,1.5818606069999999,82.10894942,28.42373541,58.0,41.0
2018-04-03,100784.4534,1.2280025909999999,77.951417,28.80161943,44.0,45.0
2018-04-04,100655.214,1.913574724,80.26459144,29.58171206,52.0,29.0
2018-04-05,100627.0543,1.935787163,76.48062016,29.99186047,57.0,34.0
2018-04-06,100666.2109,1.282620625,73.21875,29.90703125,31.0,43.0
2018-04-07,101097.4118,2.9492368310000003,80.37647059,25.38313725,46.0,19.0
2018-04-08,101253.3977,2.518440402,62.86872587,25.72895753,67.0,28.0
2018-04-09,101016.0938,1.8601055,59.20703125,28.78710938,56.0,45.0
2018-04-10,100827.976,1.462600208,60.18637275,31.03026052,45.0,37.5
2018-04-11,100762.8099,1.912419879,75.31129477,30.28484848,35.0,30.0
2018-04-12,100672.1034,2.347114152,74.27931034,30.83172414,29.0,21.0
2018-04-13,100708.2222,2.187019022,74.83703704,31.14888889,28.0,19.0
2018-04-14,100626.6406,2.201497375,76.3046875,31.1390625,28.0,20.0
2018-04-15,100628.7795,2.26776,75.3976378,31.30275591,34.0,20.0
2018-04-16,100753.2677,2.0716959999999998,73.27165354,31.44094488,28.0,24.0
2018-04-17,100998.2143,2.172224127,86.21031746,26.99761905,45.0,19.0
2018-04-18,100921.9763,1.3824667830000001,76.11857708,28.52529644,33.0,31.0
2018-04-19,100729.0196,1.9336671369999998,74.08235294,30.44666667,33.0,22.0
2018-04-20,100693.1225,1.987649391,77.12648221,30.64703557,33.0,20.0
2018-04-21,100677.9447,2.030409739,75.01976285,30.95889328,28.0,22.0
2018-04-22,100670.996,2.549909036,72.97609562,31.18844622,43.0,17.0
2018-04-23,100527.6259,2.221692317,70.88489209,31.92122302,36.0,27.0
2018-04-24,100561.3672,2.29492175,75.5859375,31.47617188,46.0,23.0
2018-04-25,100585.44300000001,2.245008473,74.72573840000001,31.14514768,41.0,28.0
2018-04-26,100681.5175,2.807480778,77.54085603,30.09766537,37.0,24.0
2018-04-27,100864.4961,2.0941571469999998,76.69379845,28.55968992,30.0,24.0
2018-04-28,100979.8039,1.366364612,93.09019608,24.75607843,39.0,21.0
2018-04-29,100856.6797,1.403985,84.16015625,27.0578125,29.0,25.0
2018-04-30,100845.4086,1.752327222,91.26459144,26.22996109,19.0,19.0
2018-05-01,100894.8819,1.720048,86.22047244,27.21220472,26.0,13.0
2018-05-02,100881.7063,1.6943170790000002,79.21428571,29.03888889,36.0,15.0
2018-05-03,100917.0428,1.688489214,78.78210117,28.94124514,39.0,21.0
2018-05-04,100847.1984,1.835821074,74.26459144,29.72529183,29.0,22.0
2018-05-05,100934.0698,1.4967176430000002,76.9379845,29.87790698,25.0,16.0
2018-05-06,100886.4453,1.740662,79.70703125,30.04414063,33.0,16.0
2018-05-07,100722.5882,1.950146259,80.31764706,29.7572549,38.0,18.0
2018-05-08,100588.549,1.756078306,76.81568627,31.01490196,34.0,22.0
2018-05-09,100673.4252,2.035968,79.29921259999999,30.86417323,32.0,19.0
2018-05-10,100762.2441,2.3892,76.79527559,31.16141732,38.0,17.0
2018-05-11,100802.3047,1.157239875,79.71875,28.12539062,45.0,19.0
2018-05-12,100755.6627,1.442736321,75.94779116,29.88473896,37.0,28.0
2018-05-13,100748.12,1.279070848,73.56,30.4896,37.0,23.0
2018-05-14,100763.0522,2.061231422,75.59839357,29.27951807,46.0,22.0
2018-05-15,100604.5418,1.6731050840000001,78.20717131,29.56015936,28.0,28.0
2018-05-16,100534.0161,1.9136543609999999,70.35341365,31.69718876,26.0,18.0
2018-05-17,100528.28,2.559929856,72.372,31.6716,33.0,16.0
2018-05-18,100513.44,1.956068224,77.972,30.2816,35.0,20.0
2018-05-19,100495.498,1.3742472669999999,75.20717131,29.97649402,43.0,21.33333333
2018-05-20,100497.68,1.211299584,73.292,31.1528,41.0,22.66666667
2018-05-21,100548.5081,1.1118317420000001,79.5766129,29.70967742,43.0,24.0
2018-05-22,100693.4926,1.393384235,85.15808824,27.84779412,41.0,25.0
2018-05-23,100664.8855,1.9360927019999998,78.97328244,29.02099237,29.0,25.0
2018-05-24,100698.2731,1.953690474,79.79116466,28.17630522,29.0,16.0
2018-05-25,100613.3466,2.1945923819999997,78.75298805,29.31633466,29.0,15.0
2018-05-26,100681.4103,1.5281508380000002,81.96153846,28.96965812,34.0,15.0
2018-05-27,100708.6747,1.8802610119999998,78.44979920000002,29.43212851,42.0,19.0
2018-05-28,100705.28,1.23740672,77.392,29.9856,32.0,22.0
2018-05-29,100724.498,2.547589398,80.03614458,29.34899598,28.0,14.0
2018-05-30,100686.96,2.752693504,79.444,29.8384,41.0,16.0
2018-05-31,100750.0707,1.5369961840000002,80.57597173,29.14664311,37.0,24.0
2018-06-01,100739.3426,1.708187792,74.67474048,29.87231834,37.0,18.0
2018-06-02,100632.2569,2.051572111,73.10416667,30.11145833,26.0,17.0
2018-06-03,100448.2292,2.076252444,71.42013889,30.678125,28.0,14.0
2018-06-04,100406.263,1.585058436,69.4083045,30.7633218,26.0,14.0
2018-06-05,100535.8131,1.5680430730000001,70.98615917,30.56712803,32.0,15.0
2018-06-06,100638.5017,2.012614578,76.07665505,29.47421603,36.0,17.0
2018-06-07,100563.0208,3.2234998889999997,74.88541667,29.52638889,33.0,16.0
2018-06-08,100492.3611,3.479771778,75.68402778,28.76180556,26.0,15.0
2018-06-09,100463.8542,1.592735222,80.80555556,28.49513889,30.0,13.0
2018-06-10,100541.1458,1.382098667,82.08680556,29.20208333,33.0,12.0
2018-06-11,100569.5139,2.775373333,77.05208333,30.18506944,29.0,12.0
2018-06-12,100650.5903,2.554492111,73.42708333,30.58402778,31.0,11.0
2018-06-13,100551.1307,3.057564042,72.18021201,30.82367491,34.0,13.0
2018-06-14,100490.1389,3.0712268889999996,73.06597222,30.54270833,36.0,14.0
2018-06-15,100437.9514,2.544557889,78.35416667,29.56145833,38.0,18.0
2018-06-16,100307.6389,2.506838889,78.12152778,29.46701389,38.0,17.0
2018-06-17,100181.0764,5.006227111,69.14930556,29.89097222,40.0,20.0
2018-06-18,100157.0307,2.8589199730000003,74.11262799,29.58395904,46.0,22.0
2018-06-19,100333.1802,2.138209696,73.44522968,30.28268551,32.0,24.0
2018-06-20,100440.0947,2.10363902,72.61742164,30.44551719,35.0,15.0
2018-06-21,100547.0091,2.069068343,71.7896136,30.60834887,48.0,15.0
2018-06-22,100653.9236,2.0344976669999997,70.96180556,30.77118056,51.0,22.0
2018-06-23,100571.5972,2.425347222,69.46875,30.76666667,41.0,22.0
2018-06-24,100546.5505,2.29158623,70.88153309999998,30.38222997,31.0,19.0
2018-06-25,100531.5972,2.498456889,70.27777778,29.71076389,34.0,15.0
2018-06-26,100593.5612,1.389522532,78.21582734,28.91654676,39.0,18.0
2018-06-27,100686.9444,0.8254717779999999,87.18402778,27.59791667,37.0,19.0
2018-06-28,100706.2847,0.499349889,79.60069444,28.55555556,39.0,19.0
2018-06-29,100561.7708,0.823453889,74.52777778,29.40659722,29.0,21.0
2018-06-30,100502.8472,2.1825796669999997,76.90972222,29.62847222,36.0,14.0
2018-07-01,100552.8125,2.005781556,77.88888889,29.50381944,34.0,16.0
2018-07-02,100566.9097,2.7503825560000004,79.55902778,28.87569444,36.0,14.0
2018-07-03,100518.9236,2.816817667,73.94097222,29.32777778,34.0,15.0
2018-07-04,100498.7153,3.035215333,72.71180556,29.42430556,47.0,14.0
2018-07-05,100364.9306,3.437551333,71.08333333,29.79618056,42.0,16.0
2018-07-06,100321.9097,3.615125556,74.71875,29.00069444,46.0,16.0
2018-07-07,100365.6944,3.827314333,70.86111111,29.5625,49.0,20.0
2018-07-08,100305.2431,3.4347573330000003,69.75,30.16388889,47.0,23.0
2018-07-09,100376.2847,2.506062778,75.84375,28.99965278,54.0,20.0
2018-07-10,100429.7917,3.3853966669999997,77.21875,28.99826389,39.0,24.0
2018-07-11,100388.6111,4.2184743330000005,73.25,28.82222222,45.0,16.0
2018-07-12,100296.7708,3.660605667,72.69791667,29.08958333,42.0,17.0
2018-07-13,100247.8397,4.0761636789999995,72.22648084,29.47560976,60.0,16.0
2018-07-14,100290.9028,2.845999444,74.45138889,29.26006944,40.0,24.0
2018-07-15,100403.2639,3.563281333,74.40972222,29.33020833,49.0,19.0
2018-07-16,100384.3403,3.546051667,76.63541667,28.82881944,47.0,21.0
2018-07-17,100150.3125,2.730514111,86.08333333,27.48125,37.0,23.0
2018-07-18,100024.2361,4.508429444,76.67361111,28.66284722,31.0,16.0
2018-07-19,100237.1181,1.7541663330000001,78.35069444,28.78993056,39.0,15.0
2018-07-20,100401.7708,1.6245557780000002,79.23611111,29.81423611,44.0,17.0
2018-07-21,100486.7944,3.002021575,74.29616725,30.42578397,39.0,20.0
2018-07-22,100490.6944,2.897378,77.10416667,29.47152778,47.0,19.0
2018-07-23,100428.8889,2.8019163330000003,76.54861111,29.65763889,56.0,23.0
2018-07-24,100492.2569,3.28295,71.78819444,29.75902778,49.0,28.0
2018-07-25,100516.1111,2.769630111,75.77430556,29.81493056,47.0,22.0
2018-07-26,100527.5694,2.435281444,75.77430556,29.67847222,46.0,21.0
2018-07-27,100461.4286,3.1462581739999997,74.32404181,30.15226481,36.0,22.0
2018-07-28,100456.1111,2.705212889,75.21180556,29.97916667,38.0,18.0
2018-07-29,100425.4167,2.126699667,78.60763889,29.12777778,44.0,20.0
2018-07-30,100509.375,1.834571444,82.30555556,27.88159722,45.0,20.0
2018-07-31,100630.1736,2.173887222,72.68402778,29.08611111,42.0,21.0
2018-08-01,100607.4306,3.205649333,71.36805556,29.39201389,46.0,21.0
2018-08-02,100651.4583,3.950405556,68.26041667,29.53125,43.0,23.0
2018-08-03,100534.3403,3.6463252219999998,69.58680556,29.44965278,37.0,21.0
2018-08-04,100444.8611,2.833736889,72.44444444,29.69895833,44.0,18.0
2018-08-05,100472.5347,2.7710271110000004,76.96180556,29.065625,32.0,17.0
2018-08-06,100460.2778,1.516055444,82.15277778,28.06493056,41.0,18.0
2018-08-07,100349.7569,0.748481556,84.17361111,28.46215278,53.0,22.0
2018-08-08,100373.9931,3.2011478889999996,75.94444444,28.89548611,42.0,30.0
2018-08-09,100414.6875,4.539629111,69.04861111,29.14513889,34.0,20.0
2018-08-10,100452.8819,2.7694748889999996,71.35069444,29.06944444,34.0,19.0
2018-08-11,100422.2222,2.687672778,77.06944444,28.54270833,32.0,15.0
2018-08-12,100352.4653,3.3677013330000003,73.42013889,28.99895833,33.0,14.0
2018-08-13,100398.4669,2.230838634,78.7456446,29.35923345,34.0,15.0
2018-08-14,100423.125,3.200371778,77.37847222,29.39409722,36.0,16.0
2018-08-15,100573.0556,2.818680333,81.56944444,28.53159722,49.0,16.0
2018-08-16,100401.7422,2.778657338,76.27874564,29.00487805,38.0,18.0
2018-08-17,100054.2509,2.9579406269999997,76.44947735,29.04878049,23.0,17.0
2018-08-18,100113.0208,1.203593111,80.57291667,28.66006944,30.0,11.0
2018-08-19,100363.75,1.977996778,81.63194444,28.63958333,32.0,11.0
2018-08-20,100562.2569,1.907525889,81.61111111,29.36111111,52.0,15.0
2018-08-21,100442.6132,2.001711164,80.38675958,29.51881533,46.0,26.0
2018-08-22,100352.0486,2.737188667,77.11805556,29.31354167,48.0,23.0
2018-08-23,100430.2778,2.10947,78.36111111,29.23993056,36.0,25.0
2018-08-24,100540.3125,1.7965419999999999,81.16666667,28.38680556,28.0,21.0
2018-08-25,100567.4306,1.3873762219999999,87.45138889,27.18576389,30.0,16.0
2018-08-26,100475.1736,1.450706889,86.82638889,27.07465278,29.0,15.0
2018-08-27,100576.0417,1.769688556,88.26041667,26.47743056,43.0,16.0
2018-08-28,100713.7153,2.194066111,81.93055556,27.40416667,52.0,20.0
2018-08-29,100628.2986,2.240943222,75.97916667,28.66701389,33.0,25.0
2018-08-30,100486.2153,2.412308556,75.60069444,28.65138889,33.0,14.0
2018-08-31,100650.1042,1.55067,81.48263889,27.76423611,43.0,16.0
2018-09-01,100829.0625,1.486408,81.10763889,28.56666667,40.0,20.0
2018-09-02,100634.7917,3.1909032219999998,73.07986111,29.94444444,31.0,19.0
2018-09-03,100569.375,2.637070333,78.93402778,28.65173611,26.0,16.0
2018-09-04,100701.1111,1.619433444,82.21180556,27.53194444,38.0,15.0
2018-09-05,100736.8403,2.452976778,81.43055556,27.27430556,43.0,18.0
2018-09-06,100580.6597,3.1728974439999997,75.16666667,28.71527778,49.0,23.0
2018-09-07,100460.7292,3.4467094439999997,72.53472222,30.26527778,49.0,23.0
2018-09-08,100484.4792,1.348260222,76.04861111,28.94305556,53.0,28.0
2018-09-09,100711.0764,0.347853,83.69097222,27.88506944,56.0,34.0
2018-09-10,100921.2847,0.29150733300000004,84.35763889,28.19027778,41.0,39.0
2018-09-11,100810.9028,2.038223,76.73958333,29.54861111,41.0,21.0
2018-09-12,100629.9301,1.256870154,80.65034965,28.66678322,42.0,21.0
2018-09-13,100524.3403,1.8351923330000002,80.04513889,28.16527778,34.0,22.0
2018-09-14,100521.9444,2.9417715560000004,86.60763889,26.74097222,36.0,18.0
2018-09-15,100419.2334,1.9160414769999998,86.58536585,27.54216028,37.0,21.0
2018-09-16,100235.8333,1.128310333,87.31944444,27.52604167,37.0,20.0
2018-09-17,100266.5972,2.4764153330000003,74.40625,29.26111111,26.0,16.0
2018-09-18,100552.3264,2.416033889,74.17708333,29.26006944,33.0,13.0
2018-09-19,100791.3889,1.6526509999999999,82.01388889,27.80486111,48.0,16.0
2018-09-20,100794.2014,1.672829889,80.89236111,28.51770833,56.0,25.0
2018-09-21,100789.8264,1.706047444,75.04166667,30.209375,43.0,31.0
2018-09-22,100908.9931,2.287354667,76.39583333,29.69791667,35.0,24.0
2018-09-23,100973.4028,1.727312889,82.13888889,28.28298611,46.0,20.0
2018-09-24,100936.25,1.121014889,88.42708333,27.25972222,48.0,25.0
2018-09-25,100778.6458,1.7684467780000002,80.84027778,29.165625,38.0,26.0
2018-09-26,100672.3264,2.330196,73.92013889,29.94895833,38.0,16.0
2018-09-27,100623.3333,2.425968111,75.72569444,30.40625,44.0,16.0
2018-09-28,100609.4097,1.691146111,76.3125,30.39756944,49.0,22.0
2018-09-29,100609.5833,2.127475778,79.58680556,29.97708333,32.0,30.0
2018-09-30,100670.7292,1.669880667,77.42013889,29.13125,33.0,18.0
2018-10-01,100786.2847,1.8431086669999999,83.08333333,28.22395833,42.0,19.0
2018-10-02,100879.2014,1.6321616669999999,87.26736111,27.05798611,70.0,24.0
2018-10-03,100858.9583,1.572401111,77.38194444,29.25034722,58.0,38.0
2018-10-04,100845.0,2.338888444,70.98958333,29.83055556,27.0,38.0
2018-10-05,100915.3125,2.3697776669999997,84.20486111,27.37083333,38.0,17.0
2018-10-06,100911.6667,1.414695333,84.51736111,27.83819444,42.0,22.0
2018-10-07,100897.8472,1.336773778,82.95138889,28.54965278,49.0,26.0
2018-10-08,100860.0,1.150041444,81.28819444,28.67847222,49.0,30.0
2018-10-09,100824.9653,1.231998778,80.46527778,28.08958333,51.0,30.0
2018-10-10,100846.5625,1.202196111,71.96527778,30.13263889,50.0,33.0
2018-10-11,100961.5972,1.579075667,70.63194444,30.47291667,35.0,30.0
2018-10-12,101061.8056,1.861269667,67.20138889,30.56631944,51.0,19.0
2018-10-13,101079.8264,1.105027,83.72916667,27.81284722,51.0,33.0
2018-10-14,100959.2361,0.9176737779999999,76.37152778,30.11770833,43.0,33.0
2018-10-15,100972.7622,0.825773538,77.59440559,29.91118881,33.0,23.0
2018-10-16,100934.0909,1.2431150770000001,76.29370629,30.48706294,40.0,17.0
2018-10-17,100824.5139,0.937076556,75.65625,30.20173611,48.0,22.0
